m;s;T;cpu_percent;ram_percent;bytes_sent;bytes_recv;packets_sent;packets_recv;nic;Ds;Bytes sent each;Mbs;;Mbs avg;26,80357251
8;22,751273;502,751273;10,5;76,5;1086324938;160324036;109931;492457;aggregate;1,02791;3308480;26,46784;;;
8;23,769813;503,769813;7,2;76,4;1089790788;160894183;110176;494059;aggregate;1,01854;3465850;27,7268;;;
8;24,790471;504,790471;9,5;76,4;1093254466;160973622;110364;495336;aggregate;1,020658;3463678;27,709424;;;
8;25,809547;505,809547;28,9;76,8;1096882375;161040585;110591;496222;aggregate;1,019076;3627909;29,023272;;;
8;26,833194;506,833194;54,4;78;1099886880;161112518;110775;497361;aggregate;1,023647;3004505;24,03604;;;
8;27,85923;507,85923;45,9;78,3;1103745388;161202467;111014;498712;aggregate;1,026036;3858508;30,868064;;;
8;28,882008;508,882008;31,2;78,7;1107339361;161350185;111261;500038;aggregate;1,022778;3593973;28,751784;;;
8;29,912462;509,912462;24,1;78,7;1110753142;161546297;111651;501284;aggregate;1,030454;3413781;27,310248;;;
8;30,940857;510,940857;31,3;78,6;1114427100;161840780;111891;502773;aggregate;1,028395;3673958;29,391664;;;
8;31,971191;511,971191;42,8;78,8;1118134927;162040034;112124;504171;aggregate;1,030334;3707827;29,662616;;;
8;32,998332;512,998332;38;79,3;1121826644;162289462;112354;505627;aggregate;1,027141;3691717;29,533736;;;
8;34,02738;514,02738;43,5;78,8;1124982298;162369530;112652;506799;aggregate;1,029048;3155654;25,245232;;;
8;35,060914;515,060914;42,8;78,9;1128858472;162459736;113115;507995;aggregate;1,033534;3876174;31,009392;;;
8;36,423542;516,423542;35,3;79;1133711365;162546508;113566;509439;aggregate;1,362628;4852893;38,823144;;;
8;37,437239;517,437239;32,7;78,7;1137267347;162618236;113967;510584;aggregate;1,013697;3555982;28,447856;;;
8;38,452083;518,452083;34,5;78,9;1140175550;162683022;114291;511541;aggregate;1,014844;2908203;23,265624;;;
